key;en
item.sentry-gnome.description;Monsters cannot kill you in one shot as long as you are at full life, and have more than 1 max life.
item.shadow-siphon;Shadow Siphon
item.shadow-siphon.description;Gain souls equal to the value of target visible occupied cell, then destroy its contents without triggering kill effects.
item.shadow-totem;Shadow Totem
item.shadow-totem.description;Enchant target visible cell, apply Cursed to it: each turn, increase the value by 1. If it's 10 or greater, kill monsters in this quadrant equal to the number of Cursed cells in this quadrant, then reset the value.
item.shadowbind.divine;Divine Shadowbind
item.shadowbind.divine.description;When you lose this item, lose all of your other omens.
item.shadowbind;Shadowbind
item.shadowbind.description;If you lose this item, you also lose 5 lives.
item.shark;Shark
item.shark.description;Cook by removing Burning from target visible cell, then gain the ability to powerchord any cell until the end of the stage. Or sell raw at an Item Shop for 40 coins.
item.sherbet;Sherbet
item.sherbet.description;Gain souls equal to the different types of items you have.
item.shield;Shield
item.shield.description;Monsters roll twice for damage and use the weaker result.
item.shinobi-sandals;Shinobi Sandals
item.shinobi-sandals.description;[1 Leg Armor] Monster reveal effects are negated.
item.shinobi-veil;Shinobi Veil
item.shinobi-veil.description;[1 Head Armor] When this breaks, gain souls and defense equal to the number of special stages you have completed.
item.shiny-minion;Shiny Minion
item.shiny-minion.description;Each turn you must guess, this will solve a random cell. This Minion will sacrifice itself to deflect fatal damage.
item.shop-key;Shop Key
item.shop-key.description;Spend 5 coins to uncomplete the selected item shop.
item.shopping-bag;Shopping Bag
item.shopping-bag.description;Item Shops never run out of items.
item.shoulder-angel;Shoulder Angel
item.shoulder-angel.description;Whenever you restore life, spawn a familiar. Your familiars create a Sanctified trail.
item.shoulder-devil;Shoulder Devil
item.shoulder-devil.description;Whenever you make a mistake, spawn a familiar. Your familiars create a Cursed trail.
item.shrine-tag;Shrine Tag
item.shrine-tag.description;Enchant target visible cell: reduce incoming damage by the value of this cell.
item.shuriken;Shuriken
item.shuriken.description;Automatically discharges when a monster spawns. Kill the monster before taking damage.
item.silver-bullet;Silver Bullet
item.silver-bullet.description;Your projectiles have a small chance to become a Blessing. This chance decreases with your number of omens.
item.silver-platter;Silver Platter
item.silver-platter.description;Enchant target visible cell: each turn, increase this cell's value by 1. If it's 10 or greater, activate the stranger in this cell for free, then reset the cell value.
item.simple-robe;Simple Robe
item.simple-robe.description;[1 Body Armor] Better than nothing.
item.simple-robe.divine;Divine Simple Robe
item.simple-robe.divine.description;[1 Body Armor] Double the durability whenever you complete a stage that has 2 or more stage mods.
item.singing-bowl;Singing Bowl
item.singing-bowl.description;Whenever you pick up an item with a full inventory, clear your inventory and triple your stats.
item.skull;Skull
item.skull.description;[3 Head Armor] Fortify by 1 whenever you bury Bones.
item.skull-ring;Skull Ring
item.skull-ring.description;Gain Bones for each life you are missing.
item.sky-net;Sky Net
item.sky-net.description;Whenever you discover a cell of value 5 or greater, destroy a random orb.
item.sledgehammer;Sledgehammer
item.sledgehammer.description;Blacksmiths are more common and cost half as much. You may right click a Blacksmith to purchase armor instantly for double the price.
item.sleeping-powder;Sleeping Powder
item.sleeping-powder.description;Pause the stage timer for 5 minutes.
item.slimeball;Slimeball
item.slimeball.description;Enchant target visible cell: nearby monsters have a 50% chance to miss.
item.slingshot;Slingshot
item.slingshot.description;For 30 turns, reveal a random cell each turn. If the cell contains a monster, kill it.
item.slingshot.divine;Divine Slingshot
item.slingshot.divine.description;For 20 turns, reveal 3 random cells each turn. Kill any monsters found in these cells.
item.small-fish;Small Fish
item.small-fish.description;Cook by removing Burning from target visible cell, then restore 1 life. Or sell raw at an Item Shop for 3 coins.
item.small-star;Small Star
item.small-star.description;Launch a Blessing in a random direction from target visible cell.
item.smog;Smog
item.smog.description;Every 150 turns, exit the current stage without completing.
item.smoke-bomb;Smoke Bomb
item.smoke-bomb.description;Exit the current stage without completing.
item.snake-skin;Snake Skin
item.snake-skin.description;At the start of each stage, drop half of your inventory on the ground.
item.snow-shoes;Snow Shoes
item.snow-shoes.description;[3 Leg Armor] Whenever you open a cell, remove all nearby Frozen auras.
item.snowflake-doll;Snowflake Doll
item.snowflake-doll.description;Freeze random monsters equal to your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.snowflake's-memento;Snowflake's Memento
item.snowflake's-memento.description;Increase your life cap for the next dimension by the number of Frozen cells in the Metagate.
item.snowglobe;Snowglobe
item.snowglobe.description;Target cell gains Frozen. For the next 5 turns, relocate all Frozen cells and their contents, revealing their original cells.
item.soft-clay;Soft Clay
item.soft-clay.description;Transforms into a random item from your inventory.
item.soft-snow;Soft Snow
item.soft-snow.description;Transforms into a random "frozen" item.
item.soothing-shell;Soothing Shell
item.soothing-shell.description;The stage power becomes 1 for 5 turns.
item.soothing-shell.divine;Divine Soothing Shell
item.soothing-shell.divine.description;The stage power becomes 1 for 35 turns.
item.soulsludge;Soulsludge
item.soulsludge.description;Every 80 turns, you lose 1 max life.
item.spade;Spade
item.spade.description;Small chance to dig up new loot in cells.
item.spark-doll;Spark Doll
item.spark-doll.description;Apply Electric to random visible objects equal to your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.spark's-memento;Spark's Memento
item.spark's-memento.description;Increase your life cap for the next dimension by the number of Electric cells in the Metagate.
item.spatula;Spatula
item.spatula.description;Whenever you gain a consumable item, you will lose it after 30 turns and gain a more valuable consumable item.
item.sphere-of-influence;Sphere of Influence
item.sphere-of-influence.description;Expands the radius of your targetable items by 1.
item.spider-fang;Spider Fang
item.spider-fang.description;The next time a monster is revealed, kill it before you can take damage.
item.spike-collar;Spike Collar
item.spike-collar.description;Automatically discharges when you would lose life. Gain the same amount of souls instead.
item.spindle;Spindle
item.spindle.description;Equip a Simple Robe and fortify it by the sum of the highest visible value(s) in target 3x3 area.
item.spirit-jar;Spirit Jar
item.spirit-jar.description;Gain souls equal to the number of stages you have completed.
item.spirit-robe;Spirit Robe
item.spirit-robe.description;[5 Body Armor] Fortify by 2 whenever you restore life.
item.spitwad;Spitwad
item.spitwad.description;Strangers send a Bubble in a random direction each turn.
item.splintering-wand;Splintering Wand
item.splintering-wand.description;Targeted items affect random cells.
item.spooky-doll;Spooky Doll
item.spooky-doll.description;Probably not even cursed.
item.spooky-key;Spooky Key
item.spooky-key.description;Permits mere mortals to enter The Basement for 30 seconds...
item.spring;Spring
item.spring.description;Double the length of your chain, then solve a number of cells equal to the length of your chain.
item.spy-doll;Spy Doll
item.spy-doll.description;Glean random cells equal to your mastery charges at the start of each stage, and when you activate your ultimate ability.
item.spy's-memento;Spy's Memento
item.spy's-memento.description;Increase your life cap for the next dimension by 3 for each gleaned cell of value 3 or greater in the Metagate.
item.spybug;Spybug
item.spybug.description;Glean all hidden cells near visible cells.
item.spyglass.divine;Divine Spyglass
item.spyglass.divine.description;Chests cannot contain omens.
item.spyglass;Spyglass
item.spyglass.description;Chests are half as likely to contain omens.
item.stake;Stake
item.stake.description;Every 50 turns without making a mistake, double the stage power.
item.starfruit;Starfruit
item.starfruit.description;Apply Ethereal to the visible cell or cells with the highest value.
item.starlight;Starlight
item.starlight.description;Send a Blessing to the north of target visible cell.
item.steel-boots;Steel Boots
item.steel-boots.description;[4 Leg Armor] Decent leg armor.
item.steel-chestplate;Steel Chestplate
item.steel-chestplate.description;[8 Body Armor] Decent body armor.
item.steel-golem;Steel Golem
item.steel-golem.description;Every 100 cells you open, gain 1 defense.
item.steel-helmet;Steel Helmet
item.steel-helmet.description;[6 Head Armor] Decent head armor.
item.stethoscope;Stethoscope
item.stethoscope.description;Doctors are more common and cost half as much. You may right click a Doctor to restore all of your lives by paying her full cost upfront.
item.stick;Stick
item.stick.description;Reveal target cell. If it has a monster, kill it.
item.stinging-nettle;Stinging Nettle
item.stinging-nettle.description;Take 1 damage whenever you gain an item.
item.stocking.divine;Divine Stocking
item.stocking.divine.description;Gain a Present for each Item Shop you have completed.
item.stocking;Stocking
item.stocking.description;If your morality is positive, gain a Present. Otherwise, gain Coal.
item.stolen-relic;Stolen Relic
item.stolen-relic.description;Whenever you open a chest, you are afflicted with a random curse.
item.stopwatch;Stopwatch
item.stopwatch.description;Pass a number of turns equal to the number of counters on your most recent status effect.
item.straitjacket;Straitjacket
item.straitjacket.description;[6 Body Armor] You cannot collect loot.
item.strange-egg;Strange Egg
item.strange-egg.description;You might gain a Minion.
item.strange-egg.divine;Divine Strange Egg
item.strange-egg.divine.description;Gain between 1 to 3 Minions.
item.sturdy-bow;Sturdy Bow
item.sturdy-bow.description;Reveal target cell if it's not already open. If the cell has a monster, kill it and return 100 mana to this item.
item.sturdy-bow.divine;Divine Sturdy Bow
item.sturdy-bow.divine.description;Target 3x3 area is revealed and all monsters in the area are killed. If at least 5 monsters were killed this way, return 100 mana to this item.
item.substitute;Substitute
item.substitute.description;Whenever you would lose an item, lose this item instead.
item.substitute.divine;Divine Substitute
item.substitute.divine.description;Whenever you would lose an item, explode a random cell. If anything is destroyed by the blast, keep your item.
item.suds;Suds
item.suds.description;Send Bubbles in all directions from target visible cell.
item.sun-bomb;Sun Bomb
item.sun-bomb.description;Reveal monsters in target 3x3 area.
item.sun-burn;Sun Burn
item.sun-burn.description;Every 100 turns, remove all Frozen auras and get burnt.
item.sundial;Sundial
item.sundial.description;Take the sum value of target 3x3 area. After that many turns, reveal that many random cells.
item.sundrop;Sundrop
item.sundrop.description;Randomly reveals 1-3 monsters.
item.sunglasses;Sunglasses
item.sunglasses.description;Gain 30% pathfinding. Lose the same amount if you lose this item.
item.sunken-coin;Sunken Coin
item.sunken-coin.description;Gain 10 coins and dangerously open a random cell. If it doesn't have a monster, this item remains charged.
item.sunken-shield;Sunken Shield
item.sunken-shield.description;Gain 1 defense and dangerously open a random cell. If it doesn't have a monster, this item remains charged.
item.sunken-soul;Sunken Soul
item.sunken-soul.description;Gain a soul and dangerously open a random cell. If it doesn't have a monster, this item remains charged.
item.sunscreen;Sunscreen
item.sunscreen.description;For 100 turns, you are immune to burns.
item.super-health-potion;Super Health Potion
item.super-health-potion.description;Heal to full life.
item.super-mana-potion;Super Mana Potion
item.super-mana-potion.description;Recharge all of your magic items.
item.supply-and-diamond;Supply and Diamond
item.supply-and-diamond.description;Whenever you gain a diamond, spawn a Nomad.
item.surgical-saw;Surgical Saw
item.surgical-saw.description;Lose 1 life and spawn a heart on target empty cell.
item.survivor-doll;Survivor Doll
item.survivor-doll.description;Gain souls equal to your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.survivor's-memento;Survivor's Memento
item.survivor's-memento.description;If you step through the Dimensional Portal with at least 30 lives, you will start the next dimension with 10 lives.
item.swelling-rune;Swelling Rune
item.swelling-rune.description;Whenever you target an empty cell with an item, double the value of the cell.
item.sword;Sword
item.sword.description;Kill visible monsters. (They deserve it.)
item.tablet-of-lairetam;Tablet of Lairetam
item.tablet-of-lairetam.description;Gain a random artifact at the end of each stage, and a stack of 10 artifacts at the end of the quest.
item.tablet-of-ne'kot;Tablet of Ne'kot
item.tablet-of-ne'kot.description;Gain a Token at the end of each stage, and 50 Tokens at the end of the quest.
item.tablet-of-pyxe;Tablet of Pyxe
item.tablet-of-pyxe.description;Gain 100 XP at the end of each stage, and 1000 XP at the end of the quest.
item.tablet-of-yunnub;Tablet of Yunnub
item.tablet-of-yunnub.description;Gain an Egg at the end of each stage, and open 10 Eggs at the end of the quest.
item.tabula-rasa;Tabula Rasa
item.tabula-rasa.description;Activate items that would trigger when you enter or begin a stage.
item.talisman;Talisman
item.talisman.description;Each stage contains 5 Ethereal cells.
item.tangleweed;Tangleweed
item.tangleweed.description;When you enter a stage at full life, it has a 50% chance to gain the Double mod if it doesn't already have it.
item.tapeworm;Tapeworm
item.tapeworm.description;Whenever you restore life, lose 1 max life.
item.tarot-card;Tarot Card
item.tarot-card.description;Convert all loot, landmarks, and strangers into new objects of the same category.
item.tattered-flag;Tattered Flag
item.tattered-flag.description;Every 10 turns, take 1 damage for each cell that is incorrectly flagged.
item.taxes;Taxes
item.taxes.description;Whenever you spend coins, lose an equal amount of coins.
item.tea-leaves;Tea Leaves
item.tea-leaves.description;Gain 5% evasion. If you have to guess, gain 10% evasion instead.
item.tear-gas;Tear Gas
item.tear-gas.description;Cell values are unknown. Lose this item after 3 turns.
item.teleporter;Teleporter
item.teleporter.description;Enchant target visible cell: each turn, relocate the object in this cell to a random cell.
item.tesla-coil;Tesla Coil
item.tesla-coil.description;Reveal a number of cells in target 5x5 area equal to the smallest visible value in that area.
item.the-devil's-share;The Devil's Share
item.the-devil's-share.description;You must pay 5 coins to open chests.
item.the-joker;The Joker
item.the-joker.description;If you use an item to target visible cells with a sum of 13 or greater, you lose.
item.the-plague;The Plague
item.the-plague.description;Omens everywhere.
item.thicker-skin;Thicker Skin
item.thicker-skin.description;Defense can reduce damage to 0. Whenever it does, you lose 1 defense.
item.thief-bag.divine;Divine Thief Bag
item.thief-bag.divine.description;Steal the selected shop item. 50% chance you will need to escape!
item.thief-bag;Thief Bag
item.thief-bag.description;50% chance to steal the selected shop item and make a clean escape.
item.third-eye;Third Eye
item.third-eye.description;When you open half of all empty cells, unobscure any values and destroy all objects on numbered cells.
item.thornseeker.divine;Divine Thornseeker
item.thornseeker.divine.description;Gain Minions equal to the highest-value hidden cell in target 3x3 area.
item.thornseeker;Thornseeker
item.thornseeker.description;If target hidden cell has a value of 3 or greater, gain 3 Minions.
item.thought-bubble;Thought Bubble
item.thought-bubble.description;Your orbs cannot bounce off walls. Every 10 turns, spawn an object inside a bubble.
item.thresher;Thresher
item.thresher.description;Whenever you gain an item, destroy another item of the same type.
item.thunder-bomb;Thunder Bomb
item.thunder-bomb.description;Apply Electric to a 3x3 area around target cell.
item.time-capsule;Time Capsule
item.time-capsule.description;Lose a random item. After 50 turns, gain 3 copies of that item.
item.time-capsule.divine;Divine Time Capsule
item.time-capsule.divine.description;Gain 3 copies of a random inventory item. After 50 turns, lose all copies of that item.
item.timepiece;Timepiece
item.timepiece.description;Cut the duration of your status effects in half.
item.timepiece.divine;Divine Timepiece
item.timepiece.divine.description;Set the duration of your status effects to 50.
item.tithing-plate;Tithing Plate
item.tithing-plate.description;Whenever you spend coins, gain twice the amount in mana.
item.toad;Toad
item.toad.description;Mages are more common and cost half as much. For 20 coins, you may right click a Mage to gain his magic item. He will learn a different item.
item.toasted-marshmallow;Toasted Marshmallow
item.toasted-marshmallow.description;Gain a soul. If you have any pathfinding, gain 3 souls instead.
item.tofu;Tofu
item.tofu.description;Negate meat items.
item.tongs;Tongs
item.tongs.description;Unequip and repair all of your armor.
item.tongue-of-dog;Tongue of Dog
item.tongue-of-dog.description;You cannot interact with strangers.
item.top-hat;Top Hat
item.top-hat.description;[2 Head Armor] If you have no magic items when you enter a stage, gain a random uncharged magic item. Whenever you use a magic item, it transforms into a different magic item.
item.topaz-of-lightning;Topaz of Lightning
item.topaz-of-lightning.description;Target cell gains or loses Electric.
item.torch;Torch
item.torch.description;Reveal target cell.
item.totem;Totem
item.totem.description;Every 30 cells opened without making a mistake, reduce the stage power by 1.
item.totem.divine;Divine Totem
item.totem.divine.description;Every 40 cells opened, reduce the stage power by 1 and gain a Soothing Shell.
item.touchstone;Touchstone
item.touchstone.description;Coin drops are now worth 1 more, but diamonds are worth 2 less.
item.traffic-cone;Traffic Cone
item.traffic-cone.description;Moving objects and projectiles always travel in the direction of the last cell you opened.
item.transcendence;Transcendence
item.transcendence.description;Heart drops become souls.
item.transmogrify;Transmogrify
item.transmogrify.description;Randomizes your inventory.
item.trapper;Trapper
item.trapper.description;Flag a monster when you begin a stage.
item.trapper.divine;Divine Trapper
item.trapper.divine.description;At the start of each stage, flag a number of monsters equal to the stage's max power.
item.trash-bin;Trash Bin
item.trash-bin.description;Lose an item whose position in your inventory equals value of target numbered cell.
item.travelog;Travelog
item.travelog.description;Gain 1% pathfinding for each stage you have completed.
item.treasure-amulet;Treasure Amulet
item.treasure-amulet.description;Stages have an additional treasure chest.
item.treasure-key;Treasure Key
item.treasure-key.description;A mysterious key... what does it open?
item.treasure-map;Treasure Map
item.treasure-map.description;Increases your chance to find treasure chests.
item.treasure-pouch;Treasure Pouch
item.treasure-pouch.description;Spawn a random number of chests between the stage's minimum and maximum power.
item.tree-of-life;Tree of Life
item.tree-of-life.description;Enchant target visible cell: increase the value of this cell by 1 each turn. If it's 10 or greater, spawn a soul here and reset its value.
item.tree-of-life.divine;Divine Tree of Life
item.tree-of-life.divine.description;Enchant target visible cell: increase the value of this cell by 1 each turn. If it's 10 or greater, reset its value and spawn souls in all visible enchanted cells.
item.tricorne;Tricorne
item.tricorne.description;[1 Head Armor] Fortify whenever you open a chest.
item.tripwire;Tripwire
item.tripwire.description;Enchant 10 random cells each stage: when you chord or target this cell with an item, take monster damage and remove the enchantment.
item.troll-cross;Troll Cross
item.troll-cross.description;Reduce the stage power by the value of target numbered cell, then spawn that many Cankers.
item.trump-card;Trump Card
item.trump-card.description;If you fail a guess, activate your mastery's ultimate ability before taking damage.
item.trust-buster;Trust Buster
item.trust-buster.description;Whenever you spend coins on a stranger, activate all other strangers.
item.truthsayer-quill;Truthsayer Quill
item.truthsayer-quill.description;At the start of each stage, gain a 10-second timer. After it expires, reveal random cells equal to the number of turns made during the timer.
item.undertaker-doll;Undertaker Doll
item.undertaker-doll.description;Gain Bones equal to your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.undertaker's-memento;Undertaker's Memento
item.undertaker's-memento.description;Increase your life cap for the next dimension by the number of Sanctified cells in the Metagate.
item.underwing;Underwing
item.underwing.description;Every 40 turns, lose a random item and gain a random omen.
item.unstable-compound.divine;Divine Unstable Compound
item.unstable-compound.divine.description;Every 10 turns, apply one of each elemental aura to random cells. Whenever an aura is removed, the cell explodes in a 3x3 area.
item.unstable-compound;Unstable Compound
item.unstable-compound.description;Every 20 turns, all cell auras are converted to a random elemental aura. Whenever an aura is removed, the cell explodes in a 3x3 area.
item.urn;Urn
item.urn.description;Gain a soul whenever you lose an item.
item.valentine-bow;Valentine Bow
item.valentine-bow.description;Reveal target cell if it's not already open. If the cell has a monster, 200 mana is returned to this item and the monster becomes your familiar.
item.valiant-shield;Valiant Shield
item.valiant-shield.description;Monsters roll three times for damage and use the weakest result.
item.vampire-fang;Vampire Fang
item.vampire-fang.description;Restore 1 life whenever you take damage.
item.vampiric-blade;Vampiric Blade
item.vampiric-blade.description;Kill target visible monster or stranger and spawn a heart in its place. If you are not injured, spawn a soul instead.
item.vampiric-boots;Vampiric Boots
item.vampiric-boots.description;[4 Armor] Every 40 cells opened, lose life equal to the value of the cell you just clicked, then fortify by twice the amount.
item.vampiric-chestplate;Vampiric Chestplate
item.vampiric-chestplate.description;[13 Body Armor] Whenever you lose life, fortify by triple the amount lost.
item.vampiric-helmet;Vampiric Helmet
item.vampiric-helmet.description;[7 Head Armor] Fortify by 2 whenever you lose life.
item.varnish;Varnish
item.varnish.description;Favor all armor items. Whenever you equip armor, fortify it by 3.
item.venomancy;Venomancy
item.venomancy.description;When you target a cell with a magic item, it gains Toxic. When you complete a stage, lose 1 max life for each Toxic cell of value 5 or greater.
item.viking-helmet;Viking Helmet
item.viking-helmet.description;[6 Head Armor] Fortify by 2 whenever a stranger dies.
item.virtue-signal;Virtue Signal
item.virtue-signal.description;Whenever your morality increases, increase the stage power by an equal amount.
item.vitality-sprig;Vitality Sprig
item.vitality-sprig.description;Restores 1 life.
item.wager.divine;Divine Wager
item.wager.divine.description;50% chance to double your coins.
item.wager;Wager
item.wager.description;Randomly double your coins or lose them all.
item.walking-stick;Walking Stick
item.walking-stick.description;At the start of each stage, glean all hidden cells along the perimeter of the stage.
item.wallet;Wallet
item.wallet.description;Item Shops have 1 extra item.
item.wand-of-embers;Wand of Embers
item.wand-of-embers.description;Burn all visible monsters.
item.wand-of-light;Wand of Light
item.wand-of-light.description;Reveal target row and column of cells.
item.wand-of-retribution;Wand of Retribution
item.wand-of-retribution.description;Automatically discharges after you take monster damage and kills all visible monsters. Gain 1 soul for each monster killed.
item.wanted-poster;Wanted Poster
item.wanted-poster.description;The next time you would lose lives, lose triple the amount and lose this item.
item.war-hawk;War Hawk
item.war-hawk.description;Whenever a familiar dies or kills a monster, gain a soul. Spawn two familiars at the start of each stage.
item.war-paint;War Paint
item.war-paint.description;Whenever a living object dies, solve 3 cells.
item.warlock-doll;Warlock Doll
item.warlock-doll.description;Apply Cursed to a number of visible cells with objects equal to your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.warlock's-memento;Warlock's Memento
item.warlock's-memento.description;Start the next dimension with a random magic item for every empty Cursed cell in the Metagate.
item.warning-sign;Warning Sign
item.warning-sign.description;Spawn a sign on target visible cell, then move nearby monsters to random hidden cells.
item.water;Water
item.water.description;Gain 50 mana.
item.waterboy-medal;Waterboy Medal
item.waterboy-medal.description;Stages have an additional Waterboy.
item.watering-can;Watering Can
item.watering-can.description;Spawn random loot on 0-value cells within target visible 3x3 area.
item.watering-can.divine;Divine Watering Can
item.watering-can.divine.description;Spawn random loot in all empty visible cells.
item.welding-mask;Welding Mask
item.welding-mask.description;[2 Head Armor] Every 100 cells opened, equip a random armor.
item.whetstone;Whetstone
item.whetstone.description;Favor all weapon items. Whenever you gain a weapon, you can powerchord any cell for 5 turns.
item.whip.divine;Divine Whip
item.whip.divine.description;Your familiars move an extra space each turn. Whenever you gain a familiar, pass a turn.
item.whip;Whip
item.whip.description;Your familiars move an extra space per turn.
item.whittling-knife;Whittling Knife
item.whittling-knife.description;Favor all Doll items. Whenever you gain a Doll, gain a mastery charge.
item.wild-bracers;Wild Bracers
item.wild-bracers.description;Monsters roll extra times for damage equal to your number of Minions, and use the weakest result.
item.wildbank;Wildbank
item.wildbank.description;When you complete a stage, gain 1 Minion for every diamond or chest left behind.
item.wildcard;Wildcard
item.wildcard.description;Randomize your card items, including this one.
item.wisdom-tooth;Wisdom Tooth
item.wisdom-tooth.description;Gain a mastery charge whenever you consume an item that isn't a consumable item. Automatically consume this item when you enter the final stage.
item.wishbone.divine;Divine Wishbone
item.wishbone.divine.description;33% chance to revive on death.
item.wishbone;Wishbone
item.wishbone.description;25% chance to revive on death.
item.wishing-coin;Wishing Coin
item.wishing-coin.description;Guarantees 3 Wishpools per stage. You may right click to throw this item into a Wishpool, increasing its charges by 5.
item.wishlist;Wishlist
item.wishlist.description;Activate the completion of all of your status effects. The status timers are unaffected.
item.witch-doll;Witch Doll
item.witch-doll.description;Gain an omen for every 2 mastery charges at the start of each stage, and when you activate your ultimate ability.
item.witch-hat;Witch Hat
item.witch-hat.description;[2 Head Armor] When equipped, fortify by 1 for each of your omens. Gain 50 mana whenever this takes damage.
item.witch-hat.divine;Divine Witch Hat
item.witch-hat.divine.description;[2 Head Armor] When equipped, double your omens then fortify by 1 for each of your omens. Gain 66 mana whenever this takes damage.
item.witch's-memento;Witch's Memento
item.witch's-memento.description;When you enter the Metagate, remove 1 portal mod for each of your omens.
item.witchcraft;Witchcraft
item.witchcraft.description;Restore 5 lives and gain an omen.
item.witchcraft.divine;Divine Witchcraft
item.witchcraft.divine.description;Restore your life to max, gain 1 defense and gain 2 omens.
item.witches-brew;Witches Brew
item.witches-brew.description;Restore 1 life and gain 25 mana for each omen you have.
item.wizard-boots;Wizard Boots
item.wizard-boots.description;[1 Leg Armor] Every 10 turns, gain 50 mana if you just clicked on a 4 or greater.
item.wizard-bracers;Wizard Bracers
item.wizard-bracers.description;Monsters roll extra times for damage equal to your number of charged magic items, and use the weakest result.
item.wizard-doll;Wizard Doll
item.wizard-doll.description;Gain 40 mana times your mastery charges at the start of each stage, and when your ultimate ability is activated.
item.wizard-hat;Wizard Hat
item.wizard-hat.description;[2 Head Armor] Fortify by 1 whenever you use a magic item. Gain 50 mana whenever this takes damage.
item.wizard-robe;Wizard Robe
item.wizard-robe.description;[3 Body Armor] Fortify by 1 for every 50 mana spent.
item.wizard's-memento;Wizard's Memento
item.wizard's-memento.description;Increase your life cap for the next dimension by 3 for each of your charged magic items.
item.wolf-pelt;Wolf Pelt
item.wolf-pelt.description;Whenever you gain an item, a random visible monster flees.
item.wooden-bow;Wooden Bow
item.wooden-bow.description;Reveal target cell if it's not already open. If the cell has a monster, kill it, otherwise you lose this item.
item.world-map.divine;Divine World Map
item.world-map.divine.description;Unlocks and uncompletes all stages.
item.world-map;World Map
item.world-map.description;Unlocks all stages.
item.world-wonder;World Wonder
item.world-wonder.description;Spawn a landmark at the start of each stage and whenever you discover a 5 or greater.
item.wrecking-ball;Wrecking Ball
item.wrecking-ball.description;Every 10 seconds, destroy a random visible object.
item.wyrm-scale;Wyrm Scale
item.wyrm-scale.description;When you use a magic item, gain up to 30 mana per omen.
item.yarn-of-life;Yarn of Life
item.yarn-of-life.description;Whenever you create a 5-turn chain of value 2 or greater, gain 1 soul.
item.yarn-of-war;Yarn of War
item.yarn-of-war.description;Whenever you create a 5-turn chain of value 2 or greater, gain 1 defense.
item.yellow-dye;Yellow Dye
item.yellow-dye.description;You will only find legendary items until you gain a legendary item.
item.yellow-egg;Yellow Egg
item.yellow-egg.description;You must have a legendary item to open this egg!
item.zeal-of-hate;Zeal of Hate
item.zeal-of-hate.description;Spawn a monster. If you have to guess, convert all visible monsters to Minions.
item.zeal-of-love;Zeal of Love
item.zeal-of-love.description;Spawn a heart. If you have to guess, convert all visible hearts to souls.
item.zombie-charm;Zombie Charm
item.zombie-charm.description;When you bury Bones, spawn a familiar in the same cell.
item.zombie-paw;Zombie Paw
item.zombie-paw.description;Whenever a familiar dies, spawn a familiar.
